batch_size,target_output_tokens,count,request_count,avg_generated_tokens,std_generated_tokens,avg_power_w,std_power_w,peak_power_w,avg_energy_j,std_energy_j,avg_dynamic_power_w,std_dynamic_power_w,avg_dynamic_energy_j,std_dynamic_energy_j,avg_context_total_tokens,avg_approx_kv_pressure,avg_normalized_kv_blocks,avg_idle_baseline_w,enable_chunked_prefill,max_num_batched_tokens,max_num_seqs,queue_seed,sampling_seed,scheduler_signature,avg_ttft_ms,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,std_ttft_ms,avg_tbt_ms,mean_tbt_ms,p50_tbt_ms,p95_tbt_ms,p99_tbt_ms,std_tbt_ms,avg_e2e_ms,mean_e2e_ms,p50_e2e_ms,p95_e2e_ms,p99_e2e_ms,std_e2e_ms
6,75,5,30,75.0,0.0,205.97767325910803,1.2750478731717867,228.29879999999997,1058.0333533821345,11.535392179325845,148.56622881466362,1.2750478731717976,763.1332970395802,9.661680978322833,456.0,231.0,5.0,57.41144444444444,True,2048,64,20260329,20260329,cp1_mbt2048_mns64,198.6266864114441,198.6266864114441,225.04514799220487,248.39043200481683,248.7276642222423,52.89746791502653,67.87758117923428,67.87758117923428,67.89406320879337,68.01912942555154,68.03956795062216,0.10871419706116993,5221.567693674781,5221.567693674781,5249.812081514392,5276.630196877522,5278.869446164463,58.48202906288788
6,100,5,30,100.0,0.0,211.87071962385886,0.8962088526096428,228.3594,1453.7832059828038,6.081968394108682,154.45927517941442,0.8962088526095899,1059.8457223968103,6.087858875045858,606.0,306.0,7.0,57.41144444444444,True,2048,64,20260329,20260329,cp1_mbt2048_mns64,183.07813898815462,183.07813898815462,224.56757799955085,231.35540237417445,231.78239107481207,61.616313160160736,67.9043027381836,67.9043027381836,67.89613164599157,67.97033725300513,68.0103288426398,0.03527082044860736,6905.6041100683315,6905.6041100683315,6947.865655529313,6955.386843398446,6957.57404719945,62.73055831855715
6,150,5,30,150.0,0.0,216.2273904860644,2.300079009587084,227.8674,2213.305786346007,27.689837749617396,158.81594604161995,2.3000790095870802,1625.6498233732232,26.48446545018034,906.0,456.0,10.0,57.41144444444444,True,2048,64,20260329,20260329,cp1_mbt2048_mns64,187.44756023709974,187.44756023709974,225.06044147303328,236.38021637452766,236.77278187009506,52.141592814078706,67.85571153064195,67.85571153064195,67.90421702336495,67.95557520966415,67.96218111164143,0.12765380461135764,10297.948578302749,10297.948578302749,10299.648610991426,10355.654363584472,10357.588513143128,53.60144614936281
6,200,5,30,200.0,0.0,219.97352880103682,0.6506209886774735,228.6828,3007.3756691616195,16.08289735346899,162.56208435659238,0.6506209886774735,2222.4771286431187,14.126801161948197,1206.0,606.0,13.0,57.41144444444444,True,2048,64,20260329,20260329,cp1_mbt2048_mns64,212.7427420190846,212.7427420190846,225.01388302771375,354.7619116201531,354.78394167847,83.06929503606878,67.91439213167168,67.91439213167168,67.92127451538833,67.96237717528275,67.9662338035572,0.058766688011101915,13727.706776221748,13727.706776221748,13743.301997543314,13875.744488328928,13878.7439292972,87.09725077687453
6,300,5,30,300.0,0.0,222.2157273667111,1.5257979600760996,228.8056,4537.126878902937,36.71960310322882,164.80428292226668,1.5257979600761058,3364.9261785917797,35.16641622435167,1806.0,906.0,19.0,57.41144444444444,True,2048,64,20260329,20260329,cp1_mbt2048_mns64,207.5387259440807,207.5387259440807,226.1874169926159,327.02625792007893,327.78455944615416,74.07676793479989,67.82202231159138,67.82202231159138,67.87993713713448,67.93671407706469,67.9429934598057,0.11222754998567099,20486.323397109907,20486.323397109907,20479.43592397496,20625.657633395167,20628.092962285737,89.59219443765772
8,10,5,40,10.0,0.0,113.15686213081958,6.446134868589034,142.93739999999997,85.80899535317421,4.7529794500146805,56.086528797486245,6.44613486858903,42.52727300596238,4.814253090370007,88.0,48.0,1.0,57.07033333333332,True,2048,64,20260329,20260329,cp1_mbt2048_mns64,200.74916209850926,200.74916209850926,225.67186650121585,245.3297400381416,246.94971372373402,47.30115579892077,68.4547296518253,68.4547296518253,68.26840861079594,69.7216949652001,69.9306033217969,0.6069888733428548,816.8417289649369,816.8417289649369,843.0392839363776,855.6023786833975,859.8523285437841,49.66119798821918
8,20,5,40,20.0,0.0,151.62031911471215,3.027057480504429,223.2368,218.211140725681,4.233297951485891,94.54998578137884,3.0270574805044306,136.0750450709549,4.273899675692289,168.0,88.0,2.0,57.07033333333332,True,2048,64,20260329,20260329,cp1_mbt2048_mns64,208.72273169807158,208.72273169807158,226.47988650714979,246.0695273708552,246.56548623228443,50.347977179375,68.15372705321735,68.15372705321735,68.0903569476581,68.69294805495117,68.74244668496479,0.2884384137476535,1503.6435457092011,1503.6435457092011,1521.8818155117333,1546.6539108136203,1548.1480463163462,52.708992946091506
8,40,5,40,40.0,0.0,188.15160300140033,2.0500984976354153,228.28740000000002,527.8967803078194,4.473856595855194,131.081269668067,2.0500984976354206,367.76759217332403,4.504795618516914,328.0,168.0,3.0,57.07033333333332,True,2048,64,20260329,20260329,cp1_mbt2048_mns64,201.18294944113586,201.18294944113586,227.59053547633812,241.62318562739517,295.8718472532928,56.502275140266775,68.00103179173162,68.00103179173162,67.97267760162075,68.22529928505014,68.26031016403785,0.120525049181916,2853.223189318669,2853.223189318669,2879.8146645422094,2900.1771166396793,2942.9910548299085,58.533311244087066
8,50,5,40,50.0,0.0,194.2523788190366,4.073489762657254,228.2114,674.5800516321898,14.311268572153647,137.1820454857033,4.073489762657243,476.392790867877,14.260189563764841,408.0,208.0,4.0,57.07033333333332,True,2048,64,20260329,20260329,cp1_mbt2048_mns64,190.8887983940076,190.8887983940076,228.38576149661097,234.21354785677977,234.83482700539753,55.31164411310657,67.97621594498419,67.97621594498419,67.97055274542726,68.08291456759528,68.13212451712722,0.06655558386865837,3521.7233796982327,3521.7233796982327,3557.7925120596774,3568.112782971002,3569.719452674035,56.66249825110537
8,75,5,40,75.0,0.0,204.49871338822868,3.0010956997396105,228.20880000000002,1056.6937305595873,14.54000958526735,147.42838005489534,3.0010956997396305,761.7943639326252,14.806972921770432,608.0,308.0,5.0,57.07033333333332,True,2048,64,20260329,20260329,cp1_mbt2048_mns64,213.93151234078687,213.93151234078687,232.49098198721185,293.992024398176,294.97526127146557,58.486094015575176,67.90056266209167,67.90056266209167,67.90430414194644,68.04623504836314,68.08524993915313,0.09834314309851093,5238.573149335571,5238.573149335571,5258.9619490318,5308.555790910032,5312.412834179122,58.2546398022803
8,100,5,40,100.0,0.0,211.2438341539705,1.1343737964516953,227.9288,1450.4220323448897,10.058387842916451,154.1735008206372,1.1343737964517027,1058.573733777404,9.421844303056016,808.0,408.0,7.0,57.07033333333332,True,2048,64,20260329,20260329,cp1_mbt2048_mns64,197.67252559249755,197.67252559249755,225.87664803722873,240.7813466037624,241.70738075627014,56.7985299568263,67.91346368022414,67.91346368022414,67.92827819196526,68.05654340699984,68.0746658625448,0.11260473677769059,6921.105429934687,6921.105429934687,6951.897930994164,6969.911533710547,6974.175751920557,61.33653460602022
8,150,5,40,150.0,0.0,217.00207606810545,0.6027465399291717,228.61039999999997,2226.543453226138,8.262819826439065,159.93174273477211,0.6027465399291569,1640.9757661928984,7.606268983221279,1208.0,608.0,10.0,57.07033333333332,True,2048,64,20260329,20260329,cp1_mbt2048_mns64,209.24054368806537,209.24054368806537,225.17076099757105,242.86139987525527,243.4336689708289,46.23891844557292,67.91169009116344,67.91169009116344,67.93278456085842,68.02114491740042,68.12740922978166,0.11280030437108539,10328.082367271418,10328.082367271418,10349.959061073605,10364.43573908764,10366.5403993323,48.36417381402807
8,200,5,40,200.0,0.0,220.35848088239504,0.5487841477342145,229.00119999999998,3010.2676014842027,8.438669855675444,163.2881475490617,0.5487841477342075,2230.643081616211,8.185172434626729,1608.0,808.0,13.0,57.07033333333332,True,2048,64,20260329,20260329,cp1_mbt2048_mns64,196.03479882935062,196.03479882935062,226.66422952897847,239.57399073988202,240.15609476715326,53.74287527936298,67.9441674703869,67.9441674703869,67.93993683947232,67.9882471700054,68.00471914629101,0.026947294096756835,13716.924125436344,13716.924125436344,13749.885653960519,13760.10638551088,13764.110614893725,56.511972098360644
