timestamp,power_w,memory_gb,temperature_c
1773193444.8798108,75.05,14.056640625,56
1773193445.1438937,92.96,14.056640625,58
1773193445.4108512,113.97,14.056640625,59
1773193445.6757636,128.29,14.056640625,59
1773193445.9411032,197.89,14.056640625,59
1773193446.2050285,200.45,14.056640625,59
1773193446.4677954,199.87,14.056640625,59
1773193446.7308798,199.63,14.056640625,59
1773193446.9734585,199.12,14.056640625,59
1773193447.2369807,199.72,14.056640625,59
1773193447.5036304,200.02,14.056640625,59
1773193447.7707915,199.52,14.056640625,59
1773193448.0338902,199.39,14.056640625,59
1773193448.2898633,199.6,14.056640625,59
1773193448.5569768,200.04,14.056640625,60
1773193448.821156,199.57,14.056640625,59
1773193449.0841708,199.72,14.056640625,59
1773193449.337843,200.06,14.056640625,60
1773193449.602072,199.84,14.056640625,60
1773193449.8654184,199.78,14.056640625,60
1773193450.128693,199.45,14.056640625,60
1773193450.391691,199.53,14.056640625,60
1773193450.6443954,199.95,14.056640625,60
1773193450.9088807,199.56,14.056640625,60
1773193451.171954,199.43,14.056640625,60
1773193451.4343626,199.47,14.056640625,60
1773193451.6969981,199.4,14.056640625,60
1773193451.947553,199.67,14.056640625,60
1773193452.2108238,199.75,14.056640625,60
1773193452.475957,200.24,14.056640625,60
1773193452.7431407,199.76,14.056640625,60
1773193453.0069964,199.73,14.056640625,60
1773193453.270549,199.69,14.056640625,60
1773193453.5312614,199.97,14.056640625,60
1773193453.7970781,200.02,14.056640625,60
1773193454.060767,199.67,14.056640625,60
1773193454.3040998,199.68,14.056640625,60
1773193454.5668647,199.96,14.056640625,60
1773193454.8242614,200.09,14.056640625,60
1773193455.0900998,199.61,14.056640625,60
1773193455.354682,199.74,14.056640625,60
1773193455.6186528,199.93,14.056640625,61
1773193455.8776925,199.79,14.056640625,60
1773193456.1347423,199.48,14.056640625,60
1773193456.3956716,200.13,14.056640625,61
1773193456.660393,199.94,14.056640625,61
1773193456.9229565,199.6,14.056640625,61
1773193457.1860595,199.85,14.056640625,61
1773193457.44925,200.04,14.056640625,61
1773193457.7136168,199.91,14.056640625,61
1773193457.9786918,199.61,14.056640625,61
1773193458.2421963,199.93,14.056640625,61
1773193458.506099,199.85,14.056640625,61
1773193458.7696545,199.62,14.056640625,61
1773193459.033664,199.52,14.056640625,61
1773193459.2858224,199.84,14.056640625,61
1773193459.542278,199.9,14.056640625,61
1773193459.8039346,199.7,14.056640625,61
1773193460.0680256,200.04,14.056640625,61
1773193460.3309803,199.73,14.056640625,61
1773193460.5949693,199.63,14.056640625,61
1773193460.8569465,199.59,14.056640625,61
1773193461.1187065,199.99,14.056640625,61
1773193461.3806598,200.01,14.056640625,61
1773193461.6447046,199.55,14.056640625,61
1773193461.9081848,200.02,14.056640625,61
1773193462.1709034,199.64,14.056640625,61
1773193462.4344158,199.94,14.056640625,61
1773193462.6969311,199.59,14.056640625,61
1773193462.951104,199.94,14.056640625,61
1773193463.2154582,199.78,14.056640625,61
1773193463.4778411,199.64,14.056640625,61
1773193463.7404447,199.66,14.056640625,61
1773193464.003428,199.8,14.056640625,61
1773193464.2667933,199.91,14.056640625,61
1773193464.5300138,199.66,14.056640625,61
1773193464.793352,199.98,14.056640625,61
1773193465.0567439,199.55,14.056640625,61
1773193465.3134549,199.95,14.056640625,61
1773193465.5768511,198.99,14.056640625,61
1773193465.8422506,199.75,14.056640625,62
1773193466.1072557,199.85,14.056640625,62
