timestamp,relative_time,power_w,memory_gb,temperature_c,graphics_clock_mhz,memory_clock_mhz
1777905543.6745143,652.3389506340027,59.766,15.34222412109375,53,2550.0,11251.0
1777905543.6947095,652.3591458797455,59.766,15.34222412109375,53,2550.0,11251.0
1777905543.714903,652.3793394565582,59.766,15.34222412109375,53,2550.0,11251.0
1777905543.735109,652.3995454311371,59.766,15.34222412109375,53,2550.0,11251.0
1777905543.7553012,652.4197375774384,59.766,15.34222412109375,53,2550.0,11251.0
1777905543.7754927,652.4399290084839,59.766,15.34222412109375,53,2550.0,11251.0
1777905543.7956848,652.4601211547852,59.766,15.34222412109375,53,2550.0,11251.0
1777905543.815884,652.4803204536438,59.766,15.34222412109375,53,2550.0,11251.0
1777905543.8360832,652.5005195140839,59.766,15.34222412109375,53,2550.0,11251.0
1777905543.8562748,652.520711183548,59.766,15.34222412109375,53,2550.0,11251.0
1777905543.8769417,652.5413780212402,72.649,15.34222412109375,59,2760.0,11251.0
1777905543.8971455,652.5615818500519,72.649,15.34222412109375,59,2760.0,11251.0
1777905543.917338,652.5817742347717,72.649,15.34222412109375,59,2760.0,11251.0
1777905543.9375305,652.6019668579102,72.649,15.34222412109375,59,2760.0,11251.0
1777905543.9577029,652.6221392154694,72.649,15.34222412109375,59,2760.0,11251.0
1777905543.9778674,652.6423037052155,72.649,15.34222412109375,59,2760.0,11251.0
1777905543.998057,652.6624932289124,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.0182703,652.6827065944672,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.0384371,652.702873468399,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.0585995,652.7230358123779,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.0787506,652.7431869506836,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.0989342,652.763370513916,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.119095,652.7835314273834,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.13949,652.8039262294769,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.1596854,652.8241217136383,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.1798842,652.8443205356598,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.2000768,652.8645131587982,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.2202697,652.8847060203552,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.240461,652.9048974514008,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.2607913,652.9252276420593,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.2809882,652.9454245567322,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.3012097,652.9656460285187,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.3217814,652.9862177371979,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.341977,653.0064132213593,72.649,15.34222412109375,59,2760.0,11251.0
1777905544.362247,653.0266833305359,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.3824382,653.0468745231628,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.4026375,653.0670738220215,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.42283,653.0872664451599,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.4430597,653.1074960231781,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.463325,653.1277613639832,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.483579,653.1480152606964,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.503774,653.1682102680206,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.523962,653.188398361206,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.5445619,653.2089982032776,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.5650094,653.2294456958771,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.5852559,653.2496922016144,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.605434,653.2698702812195,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.6256151,653.2900514602661,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.645803,653.310239315033,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.6662304,653.3306667804718,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.6863952,653.3508315086365,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.7065759,653.371012210846,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.726876,653.3913123607635,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.747367,653.4118032455444,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.7675362,653.4319725036621,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.7877066,653.4521429538727,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.807886,653.4723222255707,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.8280764,653.4925127029419,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.8482752,653.5127115249634,156.698,15.34222412109375,62,2760.0,11251.0
1777905544.8684695,653.5329058170319,228.835,15.34222412109375,62,2760.0,11251.0
1777905544.8886616,653.5530979633331,228.835,15.34222412109375,62,2760.0,11251.0
1777905544.9088643,653.5733006000519,228.835,15.34222412109375,62,2760.0,11251.0
1777905544.9290676,653.5935039520264,228.835,15.34222412109375,62,2760.0,11251.0
1777905544.949325,653.6137614250183,228.835,15.34222412109375,62,2760.0,11251.0
1777905544.9695146,653.6339509487152,228.835,15.34222412109375,62,2760.0,11251.0
1777905544.9897132,653.6541495323181,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.0099108,653.6743471622467,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.0301046,653.694540977478,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.050297,653.7147333621979,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.070504,653.734940290451,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.090695,653.7551312446594,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.110887,653.7753233909607,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.1310513,653.7954876422882,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.1512725,653.8157088756561,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.1714673,653.8359036445618,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.1916606,653.8560969829559,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.2118583,653.8762946128845,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.2320247,653.8964610099792,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.2522345,653.9166707992554,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.272426,653.9368622303009,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.2926257,653.9570620059967,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.3127923,653.97722864151,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.3329825,653.9974188804626,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.3532815,654.0177178382874,228.835,15.34222412109375,62,2760.0,11251.0
1777905545.373483,654.0379192829132,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.393648,654.0580842494965,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.4138398,654.0782761573792,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.4340408,654.0984771251678,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.4543164,654.1187527179718,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.4745111,654.1389474868774,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.494703,654.1591393947601,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.5149007,654.1793370246887,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.535091,654.1995272636414,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.5552814,654.2197177410126,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.5754747,654.2399110794067,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.595673,654.2601094245911,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.615869,654.2803053855896,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.6360636,654.3004999160767,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.6562378,654.3206741809845,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.676436,654.3408722877502,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.6966274,654.3610637187958,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.71682,654.3812563419342,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.737015,654.4014513492584,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.757235,654.4216713905334,233.096,15.34222412109375,63,2760.0,11251.0
