timestamp,power_w,memory_gb,temperature_c
1773206374.9185956,79.73,14.056640625,56
1773206375.1808522,88.34,14.056640625,56
1773206375.4444637,88.34,14.056640625,57
1773206375.706885,88.34,14.056640625,57
1773206375.9686053,88.34,14.056640625,56
1773206376.2294014,88.34,14.056640625,57
1773206376.4911013,88.34,14.056640625,57
1773206376.753252,88.34,14.056640625,57
1773206377.0155296,88.34,14.056640625,57
1773206377.2712452,88.34,14.056640625,57
1773206377.5290062,88.34,14.056640625,57
1773206377.7870524,88.34,14.056640625,57
1773206378.0526094,88.34,14.056640625,57
1773206378.2994552,88.34,14.056640625,57
1773206378.551205,88.34,14.056640625,57
1773206378.8101568,88.34,14.056640625,57
1773206379.0689094,88.34,14.056640625,57
1773206379.3304315,88.34,14.056640625,57
1773206379.5830755,88.34,14.056640625,57
1773206379.8348064,88.34,14.056640625,57
1773206380.0962734,174.79,14.056640625,57
1773206380.3603122,174.79,14.056640625,58
1773206380.6226444,174.79,14.056640625,58
1773206380.883917,174.79,14.056640625,58
1773206381.1460774,174.79,14.056640625,58
1773206381.40385,174.79,14.056640625,58
1773206381.6643288,174.79,14.056640625,58
1773206381.9255376,174.79,14.056640625,58
1773206382.188394,174.79,14.056640625,58
1773206382.450936,174.79,14.056640625,58
1773206382.710337,174.79,14.056640625,58
1773206382.972244,174.79,14.056640625,58
1773206383.234361,174.79,14.056640625,58
1773206383.4955163,174.79,14.056640625,58
1773206383.7582445,174.79,14.056640625,58
1773206384.0192258,174.79,14.056640625,58
1773206384.2826495,174.79,14.056640625,58
1773206384.5454485,174.79,14.056640625,58
1773206384.8074555,174.79,14.056640625,58
1773206385.0709054,174.79,14.056640625,58
1773206385.332067,174.79,14.056640625,58
1773206385.5829864,174.79,14.056640625,58
1773206385.845053,174.79,14.056640625,58
1773206386.1089795,174.87,14.056640625,58
1773206386.3696911,174.87,14.056640625,58
1773206386.6309695,174.87,14.056640625,58
1773206386.8887525,174.87,14.056640625,58
1773206387.1493669,174.87,14.056640625,58
1773206387.4102898,174.87,14.056640625,58
1773206387.6724002,174.87,14.056640625,58
1773206387.9348075,174.87,14.056640625,58
1773206388.1899102,174.87,14.056640625,58
1773206388.4519024,174.87,14.056640625,58
1773206388.7110598,174.87,14.056640625,58
1773206388.971981,174.87,14.056640625,59
1773206389.2357945,174.87,14.056640625,58
1773206389.4958415,174.87,14.056640625,59
1773206389.756761,174.87,14.056640625,59
1773206390.0180364,174.87,14.056640625,58
1773206390.2795563,174.87,14.056640625,59
1773206390.5400074,174.87,14.056640625,59
1773206390.8032181,174.87,14.056640625,59
1773206391.0584188,174.87,14.056640625,59
1773206391.3187041,174.87,14.056640625,59
1773206391.5797074,174.87,14.056640625,59
1773206391.835406,174.87,14.056640625,59
1773206392.0952299,174.87,14.056640625,59
1773206392.3536868,174.87,14.056640625,59
1773206392.6144075,175.04,14.056640625,59
1773206392.8831785,175.04,14.056640625,59
1773206393.1446369,175.04,14.056640625,59
1773206393.399187,175.04,14.056640625,59
1773206393.6601636,175.04,14.056640625,59
1773206393.924636,175.04,14.056640625,59
1773206394.1873474,175.04,14.056640625,59
1773206394.44879,175.04,14.056640625,59
1773206394.7082622,175.04,14.056640625,59
1773206394.9681218,175.04,14.056640625,59
1773206395.229718,175.04,14.056640625,59
1773206395.4897232,175.04,14.056640625,59
1773206395.7521358,175.04,14.056640625,59
1773206396.0152285,175.04,14.056640625,59
1773206396.2773235,175.04,14.056640625,59
1773206396.5420768,175.04,14.056640625,59
1773206396.8023655,175.04,14.056640625,59
1773206397.0630934,175.04,14.056640625,59
1773206397.324037,175.04,14.056640625,59
1773206397.585706,175.04,14.056640625,59
1773206397.8413186,175.04,14.056640625,59
1773206398.101693,174.75,14.056640625,59
1773206398.36218,174.75,14.056640625,59
1773206398.624264,174.75,14.056640625,59
1773206398.8874578,174.75,14.056640625,59
1773206399.14791,174.75,14.056640625,59
1773206399.4104676,174.75,14.056640625,59
1773206399.6719701,174.75,14.056640625,59
1773206399.931905,174.75,14.056640625,59
1773206400.1881163,174.75,14.056640625,59
1773206400.4497738,174.75,14.056640625,59
1773206400.7119186,174.75,14.056640625,59
1773206400.9732184,174.75,14.056640625,59
1773206401.2357519,174.75,14.056640625,59
1773206401.4964705,174.75,14.056640625,60
1773206401.7576323,174.75,14.056640625,59
1773206402.0196636,174.75,14.056640625,60
1773206402.281939,174.75,14.056640625,60
1773206402.5420978,174.75,14.056640625,60
1773206402.7961733,174.75,14.056640625,60
1773206403.0571651,174.75,14.056640625,60
1773206403.3204665,174.75,14.056640625,60
1773206403.580191,174.75,14.056640625,59
1773206403.8467586,174.75,14.056640625,60
1773206404.109962,174.86,14.056640625,60
1773206404.372697,174.86,14.056640625,60
1773206404.6339428,174.86,14.056640625,60
1773206404.8958433,174.86,14.056640625,60
1773206405.15729,174.86,14.056640625,60
1773206405.4202697,174.86,14.056640625,60
1773206405.6770706,174.86,14.056640625,60
1773206405.9398098,174.86,14.056640625,60
1773206406.2008862,174.86,14.056640625,60
1773206406.4617038,174.86,14.056640625,60
1773206406.7212255,174.86,14.056640625,60
1773206406.9833562,174.86,14.056640625,60
1773206407.2457163,174.86,14.056640625,60
1773206407.5029993,174.86,14.056640625,60
1773206407.763927,174.86,14.056640625,60
1773206408.025465,174.86,14.056640625,60
1773206408.2870917,174.86,14.056640625,60
1773206408.5487144,174.86,14.056640625,60
1773206408.811598,174.86,14.056640625,60
1773206409.072957,174.86,14.056640625,60
1773206409.3334148,174.86,14.056640625,60
1773206409.5941365,174.86,14.056640625,60
1773206409.8554714,174.86,14.056640625,60
1773206410.1168256,174.79,14.056640625,60
1773206410.377744,174.79,14.056640625,60
1773206410.6404707,174.79,14.056640625,60
1773206410.9024267,174.79,14.056640625,60
1773206411.1571715,174.79,14.056640625,60
1773206411.4188893,174.79,14.056640625,60
1773206411.678916,174.79,14.056640625,60
1773206411.940055,174.79,14.056640625,60
1773206412.201013,174.79,14.056640625,60
1773206412.462253,174.79,14.056640625,60
1773206412.7239325,174.79,14.056640625,60
1773206412.9856882,174.79,14.056640625,60
1773206413.2485993,174.79,14.056640625,60
1773206413.5090508,174.79,14.056640625,60
1773206413.7704566,174.79,14.056640625,60
1773206414.0321836,174.79,14.056640625,60
1773206414.2932074,174.79,14.056640625,60
1773206414.554297,174.79,14.056640625,60
1773206414.8128061,174.79,14.056640625,60
1773206415.0822136,174.79,14.056640625,60
1773206415.3438172,174.79,14.056640625,60
1773206415.605463,174.87,14.056640625,60
1773206415.8683321,174.87,14.056640625,60
1773206416.1308882,174.87,14.056640625,60
1773206416.3953323,174.87,14.056640625,60
1773206416.65646,174.87,14.056640625,60
1773206416.91723,174.87,14.056640625,60
1773206417.1680238,174.87,14.056640625,60
1773206417.4298663,174.87,14.056640625,60
1773206417.7017205,174.87,14.056640625,60
1773206417.9639204,174.87,14.056640625,60
1773206418.2248714,174.87,14.056640625,60
1773206418.4717267,174.87,14.056640625,60
1773206418.731942,174.87,14.056640625,60
1773206418.993193,174.87,14.056640625,60
1773206419.254019,174.87,14.056640625,60
1773206419.5162337,174.87,14.056640625,60
1773206419.777298,174.87,14.056640625,60
1773206420.0382097,174.87,14.056640625,60
1773206420.2998977,174.87,14.056640625,60
1773206420.5629044,174.87,14.056640625,61
