experiment_id,power_cap_w,actual_power_cap_w,load_type,request_count,concurrency,max_tokens,total_time_s,total_energy_j,total_tokens,throughput_tps,avg_ttft_ms,avg_tbt_ms,avg_e2e_ms,edp
200W_mixed_128c_1773172391,200,350.0,mixed,50,128,100,337.6421928405762,77532.02343742253,5000,14.808575782354428,73.28927516937256,66.72951375595247,6679.511137008667,517876014.02508074
